project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
oddnetworks/oddworks/core,oddnetworks,JavaScript,true,false,false,1,false,true,false,false,47
nikigan/AwesomeStrings,nikigan,C#,true,false,false,1,true,false,false,false,12
dynastini1337/youcoub,dynastini1337,Go,true,false,false,1,false,false,false,false,9
rlbekkema/mariobot-ts,rlbekkema,TypeScript,true,false,false,2,true,true,false,false,26
williamchia/git-merge-2018,williamchia,CSS,true,false,false,1,false,false,true,false,13
PrajjwalDimri/prajjwaldimri.gitlab.io,PrajjwalDimri,HTML,true,false,false,1,false,false,true,false,11
angular-material-home/angular-material-home-shop,angular-material-home,JavaScript,true,false,false,2,false,true,true,false,48
RizkiMufrizal/Heroku-Container,RizkiMufrizal,Kotlin,true,false,false,3,true,false,false,false,54
infomasternotes/BIO,infomasternotes,TeX,true,false,false,1,false,true,false,false,7
infomasternotes/SDP,infomasternotes,TeX,true,false,false,1,false,true,false,false,7
AmigaSourcePres/amigasourcepres.gitlab.io,AmigaSourcePres,HTML,true,false,false,1,false,true,false,false,17
ffrraannkk/reactapella,ffrraannkk,JavaScript,true,false,false,2,false,true,false,false,22
yurifbeck/engcivil,yurifbeck,Vue,true,false,false,1,false,false,true,false,12
morenstrat/drupal-runner,morenstrat,JavaScript,true,false,false,1,false,false,true,false,11
b.urrito/b.ackend,b.urrito,C#,true,false,false,2,true,false,true,false,29
rilis/rili/color,rilis,C++,true,false,false,3,false,true,false,false,69
abrahamwill/Assignment-DDP2,abrahamwill,Java,true,false,false,2,true,true,false,false,112
sigscale/m3ua,sigscale,Erlang,true,false,false,3,true,true,true,false,152
cirruscreative/cirruscreative,cirruscreative,JavaScript,true,false,false,1,false,false,true,false,24
whatthedev/polybius-engine,whatthedev,Objective-C,true,false,false,1,true,false,false,false,4
maximedenes/coq,maximedenes,OCaml,true,false,false,2,true,true,false,false,313
godq/lianjia,godq,Python,true,false,false,1,false,true,false,false,16
auto-breakfast/eggs,auto-breakfast,Python,true,true,false,1,false,true,false,false,9
HokieGeek/nexus-lifecycle-gitlab,HokieGeek,Shell,true,false,false,1,true,false,false,false,17
cmontella/hivemindwebsite,cmontella,JavaScript,true,false,false,1,false,false,true,false,13
mech-lang/website,mech-lang,HTML,true,false,false,1,false,false,true,false,11
gpsd/gpsd,gpsd,C,true,false,false,3,true,true,false,false,277
jbake-org/jbake,jbake-org,CSS,true,false,false,1,false,true,false,false,9
flisolfsa/flisolfsa.gitlab.io,flisolfsa,CSS,true,false,false,1,false,false,true,false,9
aby.bayu003/myproject,aby.bayu003,Ruby,true,false,false,1,false,true,false,false,24
upe-consulting/npm/ngx/forms,upe-consulting,TypeScript,true,false,false,3,true,true,false,true,71
mblowfish/mblowfish-core,mblowfish,JavaScript,true,false,false,2,false,true,true,false,44
HeinousTugboat/travgen,HeinousTugboat,TypeScript,true,false,false,1,false,false,true,false,14
mihbor/sila-hackathon,mihbor,Java,true,false,false,1,true,false,false,false,10
kable.tv/docker-satis,kable.tv,,true,false,false,2,true,true,false,false,32
thejacer87/scoregoals,thejacer87,JavaScript,true,false,false,1,true,false,false,false,36
lokat/HiLive2,lokat,C++,true,false,false,1,false,true,false,false,27
gitlab-com/gl-infra/butterbot,gitlab-com,Go,true,false,false,2,true,false,false,true,46
taichunmin/mp-minioasis-docker,taichunmin,Shell,true,false,false,1,false,false,false,true,18
damoebius/codeofwar,damoebius,Haxe,true,false,false,1,true,false,false,false,29
SimplePLC/documentation,SimplePLC,TeX,true,false,false,1,false,false,true,false,14
florian.sureau/babyfoot,florian.sureau,TypeScript,true,false,false,1,true,false,false,false,19
jsivori/CurriculumVitae,jsivori,JavaScript,true,false,false,1,false,false,true,false,11
leipert-projects/is-gitlab-pretty-yet,leipert-projects,Vue,true,false,false,2,true,false,true,false,30
pablouhc/forgemods/cablo,pablouhc,Java,true,false,false,2,true,true,false,false,39
SilentTeaCup/congo,SilentTeaCup,Go,true,false,false,2,true,true,false,false,69
bmallred/namecloud,bmallred,JavaScript,true,false,false,1,false,false,true,false,13
StaubSauger/StaubSaugerWeb,StaubSauger,HTML,true,false,false,1,false,true,false,false,17
InstaffoOpenSource/JavaScript/eslint-config-instaffo,InstaffoOpenSource,JavaScript,true,false,false,1,false,true,false,false,18
costrouc/dftfit,costrouc,Python,true,false,false,3,false,true,true,false,81
cn-ds/ionic-app,cn-ds,TypeScript,true,false,false,1,false,false,true,false,15
robfaber/microservices,robfaber,Java,true,false,true,2,true,false,false,false,29
datadrivendiscovery/sklearn-wrap,datadrivendiscovery,Python,true,true,false,2,true,false,true,false,112
tomschr/docbook-kurs,tomschr,XSLT,true,false,false,1,true,false,false,false,30
slime-man/HouseEmoji,slime-man,Python,true,false,false,1,false,true,false,false,12
costrouc/lammps-cython,costrouc,Python,true,false,false,3,false,true,true,false,109
mgerhardy/docker-debian-slim-file,mgerhardy,,true,false,false,1,false,false,false,false,17
oer/oer-on-oer-infrastructure,oer,EmacsLisp,true,false,false,1,false,false,true,false,15
eyeo/adblockplus/abpui/adblockplusui,eyeo,JavaScript,true,false,false,8,true,true,false,false,273
juergen.kosel.jk/wireshark,juergen.kosel.jk,C,true,false,false,2,true,true,false,false,191
arpecop/iztegli,arpecop,HTML,true,false,false,2,false,true,true,false,25
fgiraldeau/unnom,fgiraldeau,JavaScript,true,false,false,1,false,true,false,false,17
rstacruz/devhints-engine,rstacruz,JavaScript,false,false,false,0,false,false,false,false,1
binarioetico/flask-ci-demo,binarioetico,Python,true,true,false,2,false,true,true,false,30
francoisb/scoutinv,francoisb,Ruby,true,false,false,1,false,true,false,false,42
ramseymcgrath/MEMESERVICES,ramseymcgrath,HTML,true,false,false,2,true,false,true,false,56
lae/java-stack-source,lae,Java,true,false,true,1,true,false,false,false,10
emelle/editor,emelle,JavaScript,true,false,false,1,false,false,true,false,24
mtnygard/m2m.munchen,mtnygard,Ruby,true,false,false,3,true,false,true,false,61
gdevops/tuto_ansible,gdevops,Python,true,true,false,1,false,true,false,false,13
yaffy/bkey.tech,yaffy,HTML,true,false,false,1,false,false,true,false,11
gdevops/tuto_documentation,gdevops,Python,true,true,false,1,false,true,false,false,12
gdevops/tuto_databases,gdevops,Python,true,true,false,1,false,true,false,false,12
gdevops/tuto_git,gdevops,Shell,true,false,false,1,false,true,false,false,12
gdevops/tuto_devops,gdevops,Python,true,true,false,1,false,true,false,false,12
ecruzolivera/eHSM,ecruzolivera,C++,true,false,false,3,true,true,true,false,54
dzamlo/gitlab-ci-rust-test,dzamlo,Rust,true,false,false,2,false,true,false,true,86
ralsina/boxes-book,ralsina,HTML,true,false,false,1,false,false,true,false,14
johnjawed/ror,johnjawed,Ruby,true,false,false,9,true,true,false,true,593
VV5/freevonation,VV5,Vue,true,false,false,1,false,true,false,false,14
SumNeuron/multitags,SumNeuron,JavaScript,true,false,false,1,false,false,true,false,13
aos2/aos2.gitlab.io,aos2,HTML,true,false,false,2,false,false,false,false,30
webprogrammingUniTN/webproject,webprogrammingUniTN,Java,true,false,true,2,false,true,true,false,70
LukeHowellDev/docker-http-redirects,LukeHowellDev,Go,true,false,false,3,true,true,true,false,66
nickdonnelly/from_int,nickdonnelly,Rust,true,false,false,1,false,false,false,false,8
BryanQuigley/ScoutPlane,BryanQuigley,Python,true,false,false,1,false,true,false,false,9
tclavier/jersey-skeleton,tclavier,Java,true,false,true,2,true,true,false,false,20
noyez_examples/diesel_rs_example_1,noyez_examples,Rust,true,false,false,1,true,false,false,false,60
mech-lang/notebook,mech-lang,TypeScript,true,false,false,1,false,true,false,false,13
gdevops/tuto_ides,gdevops,Python,true,true,false,1,false,true,false,false,12
Redsamuri/samuri,Redsamuri,,true,false,false,1,false,true,false,false,33
JFT/BT-Deps,JFT,CMake,true,false,false,4,true,true,false,true,90
rhbayuprabowo/rhbayuprabowo.gitlab.io,rhbayuprabowo,HTML,true,false,false,1,false,false,true,false,11
eic/ejana,eic,C++,true,false,false,1,false,true,false,false,5
serpro/fatiador,serpro,Java,true,false,true,3,false,true,false,true,32
flirt/flirt.gitlab.io,flirt,HTML,true,false,false,1,false,false,true,false,11
mrvik/listas,mrvik,JavaScript,true,false,false,3,true,true,true,false,44
gdevops/tuto_kubernetes,gdevops,Python,true,true,false,1,false,true,false,false,12
doerfli/reeper,doerfli,Ruby,true,false,false,2,true,true,false,false,50
spare-time-demos/intime2,spare-time-demos,TypeScript,true,false,false,4,false,true,true,false,197
to1ne/use-package-hydra,to1ne,EmacsLisp,true,false,false,1,false,true,false,false,13
to1ne/gross.css,to1ne,HTML,true,false,false,2,false,true,true,false,32
ricmaco/ricmaco.gitlab.io,ricmaco,HTML,true,false,false,2,false,true,true,false,20
VictorLamoine/arduino_stm32_ci_test,VictorLamoine,C++,true,false,false,1,true,false,false,false,11
triplewhy/RRCS,triplewhy,C#,true,false,false,3,true,true,true,false,52
thiagodebastos_study/eng101x-eportfolio,thiagodebastos_study,JavaScript,true,false,false,1,false,true,false,false,17
lxkl/lec-basic-math,lxkl,TeX,true,false,false,1,false,true,false,false,13
louisq/substance,louisq,JavaScript,true,false,false,2,false,false,false,false,28
regen-network/regen-ledger,regen-network,Go,true,false,false,2,true,true,false,false,41
simbas/portal,simbas,TypeScript,true,false,false,1,true,false,false,false,39
LolloneS/Tesi-Triennale,LolloneS,TeX,true,false,false,1,true,false,false,false,15
bonobows/placebo,bonobows,PHP,true,false,false,2,true,true,false,false,53
teonite/inspectr-dashboard,teonite,JavaScript,true,false,false,1,true,false,false,false,21
integer32llc/rustbeltrust2018,integer32llc,CSS,true,false,false,1,false,false,true,false,10
davidbittner/raur,davidbittner,Rust,true,false,false,1,false,true,false,false,28
maetshju/LexicalCharacteristics.jl,maetshju,Julia,true,false,false,1,false,true,false,false,16
gitlab-org/gitlab-pages-proto,gitlab-org,Ruby,true,false,false,1,false,true,false,false,14
singulared/blog,singulared,HTML,true,false,false,1,true,false,false,false,41
KDemeul/nebula,KDemeul,Python,true,true,false,3,true,true,true,false,77
DylanGriffith/dylans-home,DylanGriffith,HTML,true,false,false,1,false,true,false,false,43
micro5k/microg-unofficial-installer,micro5k,Shell,true,false,false,1,true,false,false,false,37
micro5k/google-sync-addon,micro5k,Shell,true,false,false,1,true,false,false,false,38
leipert-projects/gitlab-history,leipert-projects,JavaScript,true,false,false,2,true,false,true,false,33
gitlab-org/security-products/release,gitlab-org,Ruby,true,false,false,2,false,true,false,false,91
painlessMesh/ESPUnify,painlessMesh,C,true,false,false,1,false,true,false,false,8
ckhurewa/qhist,ckhurewa,Python,true,true,false,2,false,true,true,false,35
aguslr/aguslr.gitlab.io,aguslr,HTML,true,false,false,1,false,false,true,false,24
MadLittleMods/gitlab-ci-access-main-container-from-service-container,MadLittleMods,JavaScript,true,false,false,2,true,true,false,false,100
smc/mlmorph,smc,Lex,true,false,false,2,true,true,false,false,24
gdevops/config,gdevops,Python,true,true,false,1,false,true,false,false,13
nickdonnelly/yogi,nickdonnelly,Crystal,true,false,false,2,false,true,false,false,17
float.cf/landing,float.cf,CSS,true,false,false,2,true,false,true,false,33
Silvers_Gw2/Stats_Frontend,Silvers_Gw2,JavaScript,true,false,false,3,true,true,true,false,43
Beksultan/StarWars,Beksultan,Java,true,false,true,2,true,true,false,false,35
caedes/workspace,caedes,JavaScript,true,false,false,1,false,true,false,false,16
marbu/pylatest-copr,marbu,,true,false,false,1,false,true,false,false,9
cynovg/WG-API,cynovg,Perl,true,false,false,1,false,true,false,false,18
cloudamatic/mu_demo_platform,cloudamatic,Ruby,true,false,false,3,false,false,false,false,61
monoc44/ns-beans,monoc44,Java,true,false,false,2,true,true,false,false,33
falloonalan/MarsRoverProblem,falloonalan,JavaScript,true,false,false,1,false,true,false,false,20
dagerikhl/watcher-in-the-cloud,dagerikhl,TypeScript,true,false,false,1,true,false,false,false,10
nuest/rticle-copernicus-demo,nuest,TeX,true,false,false,1,false,false,true,false,12
c3d/make-it-quick,c3d,Makefile,true,false,false,1,false,true,false,false,24
jesusalva/sistema-contabil-basico,jesusalva,PHP,true,false,false,1,false,true,false,false,37
RepositorioDeCultura/Tier1,RepositorioDeCultura,QML,true,false,false,2,true,true,false,false,33
denkmal/denkmal-website-admin,denkmal,,true,false,false,2,false,true,true,false,27
denkmal/denkmal-api,denkmal,TypeScript,true,false,false,2,true,false,false,true,49
zeesy/dEARdiary,zeesy,JavaScript,true,false,false,2,false,true,false,false,47
waylon531/lando,waylon531,Rust,true,false,false,3,true,true,true,false,78
frnck/kotlin-gradle-eclipse,frnck,Kotlin,true,false,false,2,true,true,false,false,36
mickaelw/henri_potier,mickaelw,TypeScript,true,false,false,1,false,false,false,false,10
ketiko/art,ketiko,Ruby,true,false,false,1,false,true,false,false,31
dmitrz/dmitrz.gitlab.io,dmitrz,HTML,true,false,false,1,false,true,false,false,20
Kissaki/docker-hugo,Kissaki,,true,false,false,2,false,true,true,false,34
nathanfaucett/rs-gmath,nathanfaucett,Rust,true,false,false,1,false,true,false,false,6
wpdesk/wp-basic-requirements,wpdesk,PHP,true,false,false,3,false,true,false,false,154
fkrull/deploy-ostree,fkrull,Python,true,false,false,5,true,true,false,true,107
Elypia/Commandler,Elypia,Java,true,false,false,3,true,true,true,false,44
costrouc/chrisostrouchov.com-polymer-static,costrouc,HTML,true,false,false,3,false,false,true,false,48
MakerTim/FunctionalMaker,MakerTim,Java,true,false,false,2,false,true,true,false,24
Cacophony/AWS-CLI,Cacophony,Shell,true,false,false,1,true,false,false,false,25
ericapisani/guelph-conf-2018,ericapisani,JavaScript,true,false,false,2,false,true,true,false,29
anton.koro/testing-html-artifacts,anton.koro,HTML,true,false,false,1,false,false,false,false,13
gitlab-examples/security/security-reports,gitlab-examples,Java,true,false,false,1,false,true,false,false,42
disastor/gitlab-cucumber-selenium-ci-test-setup,disastor,Gherkin,true,false,false,1,false,true,false,false,14
Cacophony/dhelpers,Cacophony,Go,true,false,false,1,false,true,false,false,37
warpcom/warpdev-docs,warpcom,,true,false,false,1,false,true,false,false,17
Titan-C/org-cv,Titan-C,EmacsLisp,true,false,false,1,false,true,false,false,29
HorseGO/doa-doa-android,HorseGO,Java,true,false,false,3,true,true,true,false,40
gitlab-org/security-products/analyzers/common,gitlab-org,Go,true,false,false,1,false,true,false,false,32
Cacophony/Processor,Cacophony,Go,true,false,false,5,false,false,false,false,47
jiangzhiping/EnhancedConsoleText,jiangzhiping,C++,true,false,false,1,false,true,false,false,14
canderegg/bantam-js,canderegg,HTML,true,false,false,1,false,false,true,false,9
socrates-conference/socrates-admin-client,socrates-conference,JavaScript,true,false,false,8,true,true,false,true,256
nandawtek/book-sense,nandawtek,JavaScript,true,false,false,1,false,true,false,false,18
TeamCK/LD41,TeamCK,JavaScript,true,false,false,1,false,false,true,false,11
ayufan-repos/rock64/linux-rootfs,ayufan-repos,Shell,true,false,false,4,true,false,false,true,74
Averor/json-mapper,Averor,PHP,true,false,false,1,false,true,false,false,28
Averor/php-ext,Averor,PHP,true,false,false,1,false,true,false,false,18
epinxteren/ts-eventsourcing,epinxteren,TypeScript,true,false,false,1,false,true,false,false,13
ToxiClaw/LAfI,ToxiClaw,TeX,true,false,false,1,false,true,false,false,11
0xF61/ssgBuilder,0xF61,CSS,true,false,false,1,false,false,true,false,32
ALSchwalm/pISO,ALSchwalm,Rust,true,false,false,1,false,true,false,false,39
gitlab-org/grape-path-helpers,gitlab-org,Ruby,true,false,false,1,false,true,false,false,18
VV5/sound-devices,VV5,Vue,true,false,false,1,false,true,false,false,14
Cacophony/Worker,Cacophony,Go,true,false,false,5,false,false,false,false,47
waterkip/perl-net-saml2,waterkip,Perl,true,false,false,2,true,true,false,false,27
jozefhajnala/jhaddins,jozefhajnala,R,true,false,false,6,true,true,true,false,75
davidrolle/f-strings,davidrolle,Clojure,true,false,true,1,false,true,false,false,5
Axect/axect.gitlab.io,Axect,HTML,true,false,false,1,false,false,true,false,20
coala/solar/shortlinks,coala,Shell,true,false,false,1,false,true,false,false,15
adhenawer/laradep,adhenawer,PHP,true,false,false,1,false,false,false,false,46
imagedb/ansible-lint,imagedb,,true,false,false,4,true,true,false,true,73
mvojacek/execasm,mvojacek,C,true,false,false,1,true,false,false,false,31
onofreliscano/UCV,onofreliscano,JavaScript,true,false,false,1,false,false,true,false,11
olson.levi/website,olson.levi,HTML,true,false,false,2,false,true,true,false,39
