project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage
b0/matrix-nsfw,b0,Go,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
custom_components/weatheralerts,custom_components,Python,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
collaba-tube/old-api,collaba-tube,PHP,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
saycle.xyz/saycle.web,saycle.xyz,JavaScript,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
esyt63/Gitlab_CI_ReactJs,esyt63,JavaScript,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE
gitlab-org/gitter/sidecar,gitlab-org,JavaScript,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
LineageOS/infra/updater,LineageOS,Python,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE
dimakow/myFirstGoAppOnSCP,dimakow,Go,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
MaxIV/webjive,MaxIV,JavaScript,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
gitlab-org/gitlab-insights,gitlab-org,Ruby,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,FALSE
cloudigrade/cloudigrade,cloudigrade,Python,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE
gitlab-org/gitlab-grit,gitlab-org,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
shared-puppet-modules-group/backupninja,shared-puppet-modules-group,Puppet,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
shared-puppet-modules-group/common,shared-puppet-modules-group,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
latexpand/latexpand,latexpand,Perl,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Boojum/python-securepay,Boojum,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
accounts-sso/gsignond,accounts-sso,C,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
carmenbianca/pyparadox,carmenbianca,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bor-sh-infrastructure/libsaas_gitlab,bor-sh-infrastructure,Python,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
jas/libidn2,jas,C,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tmatth/polygnome,tmatth,C++,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
libnice/libnice,libnice,C,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
ayufan/ruby-getting-started,ayufan,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
s4m-chef-repositories/gitlab-ci-runner,s4m-chef-repositories,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tgc-dk/pysword,tgc-dk,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
localg-host/watchghost,localg-host,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
agilob/BadCellDetector,agilob,Java,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
smc/fonts/manjari,smc,Makefile,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE
breadmaker/universal-html5-audio,breadmaker,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sue445/gitlab_awesome_release,sue445,Ruby,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
jangorecki/data.cube,jangorecki,R,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,FALSE
dpizetta/mrsprint,dpizetta,Python,TRUE,FALSE,FALSE,7,TRUE,TRUE,FALSE,TRUE
ackwell/attunement,ackwell,Lua,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-org/allocations,gitlab-org,C,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
robigalia/hello-world,robigalia,Rust,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
robigalia/meta,robigalia,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-examples/gitlab-examples.gitlab.io,gitlab-examples,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
chillcoding-at-the-beach/chillcoding-at-the-beach.gitlab.io,chillcoding-at-the-beach,JavaScript,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,TRUE
xphnx/icon-request-tool,xphnx,Java,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
MagmaTV/magmatv,MagmaTV,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
twittner/redis-io,twittner,Haskell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
AdvProg2016/weekly-exercises,AdvProg2016,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
dogtail/dogtail,dogtail,Python,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE
Zatherz/scaleinator,Zatherz,Lua,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
html-themes/genius,html-themes,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
european-data-portal/MetadataTransformerService,european-data-portal,Java,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,FALSE
ascendingcreations/Xeris.Source,ascendingcreations,C#,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
pages/lektor,pages,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
passit/passit-marketing,passit,CSS,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
epixelgame/epixel,epixelgame,C,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
twittner/cbor-codec,twittner,Rust,TRUE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE
neucrypt/anonize2,neucrypt,C++,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
pushrocks/gulp-function,pushrocks,TypeScript,TRUE,FALSE,FALSE,4,FALSE,TRUE,FALSE,TRUE
LaiCare/laicare,LaiCare,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
stackshuttle/blogie,stackshuttle,Elixir,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
stavros/esp-boilerplate,stavros,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sflcin/internetshutdowns,sflcin,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
ablu/bachelorthesis,ablu,TeX,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
slashdeploy/docker-ruby-boilerplate,slashdeploy,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
mbukatov/pylatest,mbukatov,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
imp/cargo-info,imp,Rust,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
CIAvash/App-Football,CIAvash,Perl6,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
markpundsack/docker-example,markpundsack,HTML,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE
t.clastres/remod-racing,t.clastres,C,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
maidsafe/maidsafe.gitlab.io,maidsafe,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
nieper/rapid-scheme,nieper,Scheme,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
alti2d/server_patches,alti2d,Java,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE
multiphenics/multiphenics,multiphenics,Python,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,TRUE
thelabnyc/django-logpipe,thelabnyc,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-org/end-user-training-slides,gitlab-org,JavaScript,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
samcns/uzu,samcns,Perl6,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
stavros/espota-server,stavros,Rust,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
ArmaOnUnix/armaonunix.gitlab.io,ArmaOnUnix,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
JaMeZ-B/LaTeX-WWU,JaMeZ-B,TeX,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
fitters/xfitter,fitters,Fortran,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE
gitlab-examples/velociraptor,gitlab-examples,HTML,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE
saomc/saoui-1.10.2,saomc,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
foodsharing-dev/images,foodsharing-dev,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Rich-Harris/pathologist,Rich-Harris,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
skyzohkey/PwassonEngine,skyzohkey,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
janispritzkau/node-rcon-client,janispritzkau,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sofreeus/sfs-method,sofreeus,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
mikefromit/sir-bot-a-lot,mikefromit,Python,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE
imp/rustdocker,imp,Shell,TRUE,FALSE,FALSE,6,TRUE,TRUE,FALSE,FALSE
digested/node-digest,digested,JavaScript,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE
creato/pub-sub,creato,Rust,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
noosfero-themes/angular-theme,noosfero-themes,TypeScript,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
bitfireAT/cert4android,bitfireAT,Kotlin,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
e62Lab/e62numcodes,e62Lab,Mathematica,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
buildfunthings/trivia,buildfunthings,Clojure,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
anden3/Craftmine,anden3,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
HerculesWS/Hercules,HerculesWS,C,TRUE,FALSE,FALSE,6,FALSE,TRUE,FALSE,FALSE
gitlab-cookbooks/gitlab-prometheus,gitlab-cookbooks,Ruby,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE
gitlab-cookbooks/gitlab-haproxy,gitlab-cookbooks,HTML,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE
weburger/angular-material-weburger,weburger,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
poopsquare/rockbooks,poopsquare,Elixir,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tractatus/tractatus.gitlab.io,tractatus,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
osas/community-cage-infra-ansible,osas,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
resume/resume.gitlab.io,resume,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
open_nsfw/open_nsfw.gitlab.io,open_nsfw,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
barrel-db/match_trie,barrel-db,Erlang,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
packaging/nextcloud-client,packaging,Shell,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE
FraME-projects/PyFraME,FraME-projects,Python,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,FALSE
morph027/x2go-mate-docker,morph027,Shell,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
BackStopThemes/ThemeCoreV2,BackStopThemes,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
staywoke/catalyst,staywoke,Ruby,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
lsilvest/ztsdb,lsilvest,C++,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
UnderWaterRugbyHorn/underwaterrugbyhorn,UnderWaterRugbyHorn,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ArjunShankar/angular2-template-project,ArjunShankar,TypeScript,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
sat-metalab/shmdata,sat-metalab,C++,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
gitlab-cog/gitlab-admin,gitlab-cog,Ruby,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
gitlab-examples/openshift-deploy,gitlab-examples,Shell,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
mehranrasulian/laravel-sample,mehranrasulian,PHP,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
axet/android-sms-gate,axet,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
forrestab/dotnet-gitlab-ci,forrestab,C#,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
mvgames/ataque_zombie,mvgames,C,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
zefiris/tenhou-client,zefiris,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
finding-ray/antikythera,finding-ray,Python,TRUE,TRUE,FALSE,4,FALSE,TRUE,TRUE,FALSE
tvaughan/docker-flask-starterkit,tvaughan,Python,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE
jlack/rdl,jlack,C++,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE
fatihacet/fatihacet.gitlab.io,fatihacet,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
oly-exams/exam_tools,oly-exams,Python,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,TRUE
partylab/queue-dj,partylab,Vue,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
yiisoft/yii2,yiisoft,PHP,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
ContinuousEvolution/continuous-evolution,ContinuousEvolution,Go,TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,FALSE
CSUI-AdvProg-2017/lab-exercises,CSUI-AdvProg-2017,Python,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE
mechaxl/dds-rs,mechaxl,Rust,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tahahawa/discord-markov-bot,tahahawa,Rust,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
julrich/QtPromise,julrich,C++,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
picter/labeljack,picter,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
jasonmm/baseball-stats-db,jasonmm,PLpgSQL,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
PPL2017csui/PPLA4,PPL2017csui,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
PPL2017csui/PPLD1,PPL2017csui,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
PPL2017csui/PPLB2,PPL2017csui,Java,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE
to1ne/org-gitlab,to1ne,EmacsLisp,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
PPL2017csui/PPLC3,PPL2017csui,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
PPL2017csui/PPLB1,PPL2017csui,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
winniehell/file-name-linter,winniehell,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
penkit/penkit,penkit,Ruby,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
fatihacet/turkcekaynaklar-com,fatihacet,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
eval/total_recall,eval,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
checkmein2/checkmein2-ui,checkmein2,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
noppo/ember-quill,noppo,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
haway-test/gitlab-class,haway-test,HTML,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
anarcat/ecdysis,anarcat,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
kataik/EnvironmentTracker,kataik,C#,TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,TRUE
GitLabRGI/nsg/gpep,GitLabRGI,JavaScript,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE
dotnetthoughts/MVCApp,dotnetthoughts,C#,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
oer/OS,oer,TeX,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
keerthik/dicestorm,keerthik,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
grabl/grabl,grabl,Groovy,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
altifalante/altifalante,altifalante,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
metasyntactical/composer-plugin-license-check,metasyntactical,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
c-sky/buildroot,c-sky,Makefile,TRUE,FALSE,FALSE,7,FALSE,TRUE,FALSE,FALSE
mondwan/py-use_mock,mondwan,Python,TRUE,TRUE,FALSE,2,FALSE,TRUE,TRUE,FALSE
atorresm/NASAImages,atorresm,Java,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
documentarian/documentarian,documentarian,PowerShell,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
inkscape/inkscape-ci-docker,inkscape,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
lolPants/stream-role-bot,lolPants,JavaScript,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE
recalbox/ops/nodebb,recalbox,Shell,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
gitlab-cookbooks/gitlab_openvpn,gitlab-cookbooks,HTML,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE
sat-metalab/SATIE,sat-metalab,SuperCollider,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
aaronkho/GPR1D,aaronkho,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
paveltizek/gitlab-api,paveltizek,PHP,TRUE,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE
Orange-OpenSource/gitlab-buildpkg-tools,Orange-OpenSource,Shell,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,FALSE
SEMERU-Code-Public/Android/Mutation/MDroidPlus,SEMERU-Code-Public,Java,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE
mdymel/aspdocker,mdymel,C#,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
gitlab-com/gitlab-dns,gitlab-com,,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
chusiang/coscup2017-cd-demo,chusiang,HTML,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,TRUE
gitlab-org/gitter/gitter-markdown-processor,gitlab-org,JavaScript,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
hectorm/hblock,hectorm,Shell,TRUE,FALSE,FALSE,4,TRUE,FALSE,TRUE,FALSE
samthursfield/tagcloud,samthursfield,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
hathi-social/hathi-server,hathi-social,Go,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
qaclana/qaclana,qaclana,Go,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE
librespacefoundation/satnogs/satnogs-db,librespacefoundation,Python,TRUE,TRUE,FALSE,5,TRUE,TRUE,TRUE,FALSE
Dolori/Dolori,Dolori,C++,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
nuntius35/wps,nuntius35,Java,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
skosh/falcon-helpers,skosh,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
opensourcediversity/opensourcediversity.org,opensourcediversity,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
dalton/lsdalton,dalton,Fortran,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
camillebucatcat/bulma-templates,camillebucatcat,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
seancl/screeps-autobahn,seancl,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-org/gitlab-ci-multi-runner-backup,gitlab-org,Go,TRUE,FALSE,FALSE,6,TRUE,TRUE,FALSE,TRUE
CSUI-ITProject-2017/KI2/Codebase,CSUI-ITProject-2017,Ruby,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
yunity/ukuvota-quasar,yunity,Vue,TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,TRUE
eigan/changelog,eigan,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
aterlamia/ci-wallboard,aterlamia,TypeScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
gitlab-org/gitlab-styles,gitlab-org,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
librespacefoundation/satnogs/gr-satnogs,librespacefoundation,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
rgaiacs/blogdown-gitlab,rgaiacs,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gxworks/Dib2Qm,gxworks,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
almarklein/bsdf,almarklein,Python,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
fpdpy/fpd,fpdpy,Python,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
spider-network/mindex,spider-network,Ruby,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE
energievalsabbia/aurorapy,energievalsabbia,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ModernisingMedicalMicrobiology/CRuMPIT,ModernisingMedicalMicrobiology,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
manuelteillet/pict-tools,manuelteillet,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ra_kete/android-sparse-rs,ra_kete,Rust,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
kobvel/ng-gitlab-firebase,kobvel,TypeScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
asu-capstone-team-6/ar-navigator,asu-capstone-team-6,Java,TRUE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE
gfelbing/annotate,gfelbing,TypeScript,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
deltares/imod-python,deltares,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
SUSE-UIUX/eos-icons,SUSE-UIUX,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
intr0/DomainVoider,intr0,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
web3-sh/devkit,web3-sh,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
inkscape/inkscape-docs/documentation,inkscape,HTML,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
eclufsc/ophidian,eclufsc,C++,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
TeamSPD/Chirp,TeamSPD,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-com/environments,gitlab-com,HCL,TRUE,FALSE,FALSE,8,FALSE,TRUE,FALSE,FALSE
frontendne/devs-against-humanity,frontendne,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
clitellum/clitellum,clitellum,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
eyeo/websites/web.acceptableads.com,eyeo,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
kubouch/ci-test,kubouch,,TRUE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE
NERSC/nersc.gitlab.io,NERSC,CSS,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,FALSE
gitlab-org/prometheus-storage-migrator,gitlab-org,Go,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
smallstack/infrastructure/gitlab-runner-cli,smallstack,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
inorton/junit2html,inorton,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
socrates-conference/socrates-server,socrates-conference,JavaScript,TRUE,FALSE,FALSE,7,TRUE,TRUE,FALSE,TRUE
Eusebius1920/ember-cli-build-variants,Eusebius1920,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
vise890/scribe,vise890,Clojure,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
RobertCzinege/freebie-api-server,RobertCzinege,JavaScript,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
nd-cse-20289-sp18/cse-20289-sp18-assignments,nd-cse-20289-sp18,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
flectra-hq/docker,flectra-hq,Shell,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
jbrassard/revolvairapi,jbrassard,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-org/ci-cd/gcp-exporter,gitlab-org,Go,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,TRUE
williamyaoh/shrinkwraprs,williamyaoh,Rust,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
tessia-project/tessia-baselib,tessia-project,Python,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE
linux-wiiu/linux-loader,linux-wiiu,C,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
